country,location_name,year,season,latitude,longitude,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,month
Afghanistan,Kabul,2024,Autumn,34.517860439560444,69.18213956043957,21.95824175824176,7.762637362637363,95.72527472527473,1010.8571428571429,0.04,20.978021978021978,15.307692307692308,21.23186813186813,9.912087912087912,4.642857142857143,9.80989010989011,622.5576923076923,112.16923076923077,6.386043956043956,13.80291208791209,22.06967032967033,41.24928571428571,1.8021978021978022,2.4945054945054945,46.05494505494506,10.0
Afghanistan,Kabul,2024,Spring,34.52,69.18,20.305882352941175,11.51764705882353,127.94117647058823,1010.0,0.10882352941176471,38.05882352941177,31.764705882352942,20.358823529411765,9.764705882352942,3.764705882352941,16.141176470588235,1424.0941176470587,77.45294117647059,16.400000000000002,0.5882352941176471,7.894117647058823,17.41176470588235,1.0,1.1176470588235294,78.6470588235294,5.0
Afghanistan,Kabul,2024,Summer,34.52,69.18,29.242222222222225,19.34,95.62222222222222,1001.4222222222222,0.037111111111111116,21.133333333333333,15.255555555555556,27.796666666666663,9.855555555555556,7.2444444444444445,22.465555555555557,903.5655555555555,108.86666666666666,8.435555555555554,0.38111111111111107,8.70111111111111,21.008888888888887,1.0333333333333334,1.1444444444444444,46.388888888888886,7.011111111111111
Afghanistan,Kabul,2024,Winter,34.5167,69.1833,7.174193548387097,4.235483870967743,104.45161290322581,1018.3225806451613,0.0003225806451612903,22.387096774193548,14.64516129032258,6.922580645161291,10.0,0.6322580645161291,8.52258064516129,491.3838709677419,107.25806451612904,4.320645161290322,16.960322580645162,15.396774193548387,20.720000000000002,1.4193548387096775,1.8387096774193548,46.54838709677419,12.0
Afghanistan,Kabul,2025,Autumn,34.5167,69.1833,26.984615384615385,5.588461538461539,74.07692307692308,1007.4230769230769,0.0,18.26923076923077,1.6153846153846154,25.465384615384615,10.0,8.961538461538462,7.438461538461539,1203.3538461538462,95.0,16.151923076923076,11.142692307692307,25.82884615384615,48.48423076923076,2.0,2.730769230769231,50.23076923076923,9.0
Afghanistan,Kabul,2025,Spring,34.5167,69.1833,20.725,7.9206521739130435,126.3804347826087,1010.4239130434783,0.06923913043478261,23.02173913043478,19.956521739130434,19.851086956521737,9.91304347826087,6.858695652173913,10.48913043478261,611.8070652173913,123.51086956521739,4.795923913043478,13.511032608695654,19.191739130434783,51.249021739130434,1.6521739130434783,2.130434782608696,51.380434782608695,4.0
Afghanistan,Kabul,2025,Summer,34.5167,69.1833,31.463043478260868,9.530434782608696,79.17391304347827,1001.2282608695652,0.0009782608695652173,13.369565217391305,5.641304347826087,29.44347826086957,10.0,10.470652173913043,11.05,696.0826086956522,136.09782608695653,6.392554347826087,15.698858695652175,31.03978260869565,101.38402173913043,2.108695652173913,3.260869565217391,50.44565217391305,7.010869565217392
Afghanistan,Kabul,2025,Winter,34.5167,69.1833,2.96271186440678,7.045762711864406,197.54237288135593,1021.1525423728814,0.06322033898305085,53.644067796610166,32.847457627118644,1.2389830508474575,9.23728813559322,1.2322033898305085,9.21864406779661,817.5745762711865,130.3050847457627,10.08093220338983,6.989237288135594,25.388898305084744,37.31669491525424,1.8983050847457628,2.6271186440677967,51.0,1.4745762711864407
Albania,Tirana,2024,Autumn,41.32837912087912,19.819286813186814,21.053846153846155,7.118681318681318,210.8021978021978,1017.8241758241758,0.20505494505494506,54.75824175824176,31.373626373626372,21.521978021978022,9.803296703296704,3.4967032967032967,11.184615384615386,300.9368131868132,65.6076923076923,16.61208791208791,7.515934065934067,17.636153846153846,22.84236263736264,1.5274725274725274,2.021978021978022,45.91208791208791,10.0
Albania,Tirana,2024,Spring,41.33,19.82,25.647058823529413,13.076470588235294,287.6470588235294,1012.2352941176471,0.2952941176470588,57.529411764705884,38.23529411764706,27.323529411764707,10.0,5.411764705882353,18.75294117647059,198.22352941176473,87.7235294117647,3.511764705882353,0.44705882352941173,10.270588235294117,24.552941176470586,1.3529411764705883,1.588235294117647,78.6470588235294,5.0
Albania,Tirana,2024,Summer,41.33,19.82,33.49111111111111,17.080000000000002,293.06666666666666,1011.2333333333333,0.06066666666666667,38.24444444444445,13.655555555555555,34.19222222222223,10.0,7.811111111111111,22.575555555555557,200.07,109.28555555555556,1.658888888888889,1.0466666666666666,8.688888888888888,12.716666666666667,1.1111111111111112,1.211111111111111,46.388888888888886,7.011111111111111
Albania,Tirana,2024,Winter,41.3275,19.8189,11.741935483870968,6.77741935483871,129.67741935483872,1018.4193548387096,0.3132258064516129,62.58064516129032,40.87096774193548,11.380645161290323,9.47741935483871,1.1064516129032258,9.251612903225807,330.2548387096774,57.70967741935484,20.063548387096777,8.665161290322581,17.78983870967742,20.881129032258062,1.5161290322580645,2.032258064516129,46.483870967741936,12.0
Albania,Tirana,2025,Autumn,41.3275,19.8189,24.06153846153846,6.611538461538462,265.03846153846155,1016.8846153846154,0.02769230769230769,58.5,7.6923076923076925,24.78846153846154,10.0,2.8307692307692305,7.876923076923077,284.61538461538464,60.65384615384615,28.468653846153845,10.6375,19.823461538461537,26.68980769230769,1.7307692307692308,2.1153846153846154,50.23076923076923,9.0
Albania,Tirana,2025,Spring,41.3275,19.8189,18.715217391304346,8.022826086956522,210.52173913043478,1015.2282608695652,0.19945652173913045,50.81521739130435,33.96739130434783,19.059782608695652,10.0,3.8521739130434782,10.071739130434782,293.74782608695654,76.25,14.009728260869565,7.464347826086957,18.06766304347826,25.065489130434784,1.608695652173913,2.0217391304347827,51.32608695652174,4.0
Albania,Tirana,2025,Summer,41.3275,19.8189,29.30217391304348,9.629347826086956,265.5,1013.75,0.007934782608695653,39.77173913043478,8.423913043478262,28.453260869565216,10.0,5.596739130434782,11.405434782608696,305.27010869565214,81.82608695652173,17.508641304347826,10.166956521739131,20.645597826086956,27.878695652173914,1.75,2.2717391304347827,50.43478260869565,7.010869565217392
Albania,Tirana,2025,Winter,41.3275,19.8189,12.952542372881357,5.755932203389831,161.22033898305085,1022.3220338983051,0.06525423728813559,55.86440677966102,48.59322033898305,12.866101694915255,9.932203389830509,1.61864406779661,7.876271186440678,337.7974576271186,67.84745762711864,17.982627118644068,8.901949152542374,19.89220338983051,25.203898305084746,1.6101694915254237,2.2033898305084745,51.067796610169495,1.4745762711864407
Algeria,Algiers,2024,Autumn,36.762009890109894,3.050389010989011,23.87912087912088,11.630769230769232,183.3956043956044,1017.8351648351648,0.04285714285714286,59.714285714285715,32.83516483516483,25.01098901098901,9.516483516483516,3.447252747252747,16.517582417582418,352.86538461538464,48.707692307692305,44.93840659340659,16.922307692307694,26.22576923076923,49.78582417582418,1.89010989010989,2.8461538461538463,45.91208791208791,10.0
Algeria,Algiers,2024,Spring,36.76,3.05,26.11764705882353,22.61764705882353,182.35294117647058,1013.3529411764706,0.0005882352941176471,45.705882352941174,26.470588235294116,27.83529411764706,10.0,6.0,28.741176470588236,233.75882352941176,113.93529411764706,10.952941176470588,3.3823529411764706,8.68235294117647,18.00588235294118,1.1176470588235294,1.1176470588235294,78.6470588235294,5.0
Algeria,Algiers,2024,Summer,36.76,3.05,29.89887640449438,19.416853932584267,149.82022471910113,1013.6067415730337,0.0,50.70786516853933,20.584269662921347,32.58314606741573,9.955056179775282,7.112359550561798,25.074157303370786,238.776404494382,140.36067415730338,8.207865168539326,2.924719101123596,11.498876404494382,24.624719101123596,1.2808988764044944,1.4943820224719102,45.82022471910113,7.01123595505618
Algeria,Algiers,2024,Winter,36.7631,3.0506,14.748387096774193,10.332258064516129,214.29032258064515,1026.5483870967741,0.06032258064516129,61.58064516129032,36.29032258064516,14.59032258064516,9.67741935483871,1.3741935483870968,14.658064516129034,410.64032258064515,41.32258064516129,59.95193548387097,33.28209677419355,21.925483870967742,32.27951612903226,1.7419354838709677,2.3548387096774195,46.483870967741936,12.0
Algeria,Algiers,2025,Autumn,36.7631,3.0506,24.634615384615383,9.503846153846153,155.92307692307693,1017.3461538461538,0.006923076923076922,69.61538461538461,32.57692307692308,26.407692307692308,9.346153846153847,1.323076923076923,13.107692307692307,326.7384615384616,48.84615384615385,41.47557692307692,15.461730769230769,25.83596153846154,48.932500000000005,2.0,2.730769230769231,49.96153846153846,9.0
Algeria,Algiers,2025,Spring,36.7631,3.0506,19.86521739130435,12.93695652173913,183.0108695652174,1015.445652173913,0.06706521739130435,60.141304347826086,36.81521739130435,20.13804347826087,9.869565217391305,2.7543478260869567,17.817391304347826,338.7711956521739,61.15217391304348,35.75326086956522,16.064836956521738,25.176086956521736,49.21201086956522,1.8369565217391304,2.6847826086956523,51.29347826086956,4.0
Algeria,Algiers,2025,Summer,36.7631,3.0506,28.519565217391307,10.820652173913043,119.8804347826087,1015.8804347826087,0.0014130434782608696,55.380434782608695,18.195652173913043,30.379347826086956,9.75,3.148913043478261,14.98695652173913,336.33804347826083,63.56521739130435,34.86646739130435,13.55929347826087,26.085,47.7641847826087,1.9673913043478262,2.739130434782609,50.48913043478261,7.010869565217392
Algeria,Algiers,2025,Winter,36.7631,3.0505999999999998,15.211864406779661,10.70677966101695,194.83050847457628,1022.8983050847457,0.07677966101694916,64.33898305084746,40.355932203389834,14.908474576271187,9.677966101694915,1.8271186440677967,15.461016949152544,416.75169491525423,46.20338983050848,58.49762711864407,32.30601694915254,20.817203389830507,30.64728813559322,1.694915254237288,2.2542372881355934,51.067796610169495,1.4745762711864407
Andorra,Andorra La Vella,2024,Autumn,42.5,1.5178604395604396,10.781318681318682,8.457142857142857,195.72527472527472,1018.5054945054945,0.14373626373626375,65.57142857142857,42.24175824175824,9.973626373626374,9.461538461538462,2.1032967032967034,10.986813186813187,196.06593406593407,61.97362637362638,0.8312087912087912,0.11456043956043957,5.24510989010989,11.137802197802197,1.0769230769230769,1.10989010989011,45.91208791208791,10.0
Andorra,Andorra La Vella,2024,Spring,42.5,1.52,12.423529411764704,9.876470588235295,238.23529411764707,1013.0,0.3517647058823529,60.88235294117647,70.88235294117646,11.488235294117647,9.176470588235293,3.176470588235294,12.617647058823529,151.5705882352941,68.89999999999999,0.7411764705882353,0.1411764705882353,0.9294117647058823,1.211764705882353,1.0,1.0,78.6470588235294,5.0
Andorra,Andorra La Vella,2024,Summer,42.5,1.52,21.622222222222224,10.932222222222222,225.36666666666667,1015.8,0.1403333333333333,44.32222222222222,43.84444444444444,21.612222222222222,9.877777777777778,5.2555555555555555,12.884444444444444,153.9177777777778,65.74333333333333,0.3566666666666667,0.2,2.971111111111111,5.930000000000001,1.0,1.0,46.388888888888886,7.011111111111111
Andorra,Andorra La Vella,2024,Winter,42.5,1.5167,2.9645161290322584,8.319354838709677,202.90322580645162,1025.3870967741937,0.06999999999999999,69.38709677419355,36.41935483870968,1.0451612903225806,9.387096774193548,0.9806451612903226,11.12258064516129,202.96290322580646,69.16129032258064,0.6743548387096775,0.20290322580645162,3.0196774193548386,6.2541935483870965,1.0,1.032258064516129,46.483870967741936,12.0
Andorra,Andorra La Vella,2025,Autumn,42.5,1.5167,14.25,7.519230769230769,212.92307692307693,1020.0769230769231,0.041923076923076924,63.5,33.96153846153846,13.911538461538461,10.0,1.176923076923077,9.01923076923077,181.9403846153846,60.42307692307692,1.0103846153846154,0.08538461538461538,4.881153846153846,8.332115384615385,1.0,1.0,50.23076923076923,9.0
Andorra,Andorra La Vella,2025,Spring,42.5,1.5167,6.468478260869565,8.546739130434782,235.94565217391303,1014.5978260869565,0.17902173913043476,67.06521739130434,52.630434782608695,4.778260869565218,9.380434782608695,2.75,13.18804347826087,198.38210869565216,73.98913043478261,3.3205760869565215,0.23255434782608694,6.547999999999999,10.757097826086957,1.0326086956521738,1.065217391304348,51.32608695652174,4.0
Andorra,Andorra La Vella,2025,Summer,42.5,1.5167,20.31304347826087,7.319565217391304,221.67391304347825,1019.1086956521739,0.06597826086956522,46.17391304347826,23.07608695652174,20.35326086956522,10.0,3.395652173913043,9.18695652173913,199.26357608695653,72.82608695652173,0.9560978260869565,0.16964130434782607,9.387945652173913,18.194021739130434,1.0978260869565217,1.3043478260869565,50.43478260869565,7.010869565217392
Andorra,Andorra La Vella,2025,Winter,42.5,1.5167,3.0288135593220336,7.401694915254237,176.4406779661017,1020.271186440678,0.08694915254237288,67.01694915254237,43.898305084745765,1.2271186440677964,9.067796610169491,1.2338983050847456,10.028813559322035,212.185593220339,73.89830508474576,0.7431355932203391,0.3856779661016949,3.4146610169491525,5.838474576271187,1.0,1.0,51.067796610169495,1.4745762711864407
Angola,Luanda,2024,Autumn,-8.838897802197803,13.23285274725275,26.4989010989011,9.803296703296704,255.56043956043956,1013.1538461538462,0.01263736263736264,72.58241758241758,70.9010989010989,29.126373626373628,9.780219780219781,6.049450549450549,13.910989010989011,487.46263736263734,78.08131868131868,6.198516483516484,6.565604395604396,30.312967032967034,48.36615384615384,2.098901098901099,3.087912087912088,45.91208791208791,10.0
Angola,Luanda,2024,Spring,-8.84,13.23,29.08823529411765,19.594117647058823,266.29411764705884,1009.4705882352941,0.0,69.76470588235294,20.705882352941178,33.57647058823529,9.882352941176471,8.0,28.670588235294115,730.6,105.89999999999999,11.51764705882353,5.976470588235294,45.241176470588236,92.68823529411765,2.5294117647058822,4.352941176470588,78.6470588235294,5.0
Angola,Luanda,2024,Summer,-8.84,13.23,25.16111111111111,16.57333333333333,276.52222222222224,1012.8333333333334,0.0,67.73333333333333,30.91111111111111,27.183333333333334,9.7,7.2,26.00111111111111,960.2377777777778,168.11555555555555,12.655555555555555,10.575555555555555,74.27777777777777,136.31555555555556,3.1,6.311111111111111,46.388888888888886,7.011111111111111
Angola,Luanda,2024,Winter,-8.8383,13.2344,27.758064516129032,9.529032258064515,223.32258064516128,1011.6451612903226,0.18483870967741936,76.96774193548387,57.41935483870968,31.603225806451615,9.580645161290322,6.554838709677419,12.980645161290322,484.64032258064515,89.45161290322581,5.418709677419354,5.8543548387096775,19.072903225806453,24.026129032258062,1.8064516129032258,2.0,46.483870967741936,12.0
Angola,Luanda,2025,Autumn,-8.8383,13.2344,22.638461538461538,4.946153846153846,180.0,1015.5769230769231,0.003076923076923077,79.96153846153847,76.61538461538461,24.446153846153848,9.0,1.4961538461538462,7.973076923076923,639.8865384615384,63.69230769230769,9.022307692307693,5.969807692307692,35.67653846153846,42.564230769230775,2.3461538461538463,3.8076923076923075,49.96153846153846,9.0
Angola,Luanda,2025,Spring,-8.8383,13.2344,28.679347826086957,7.186956521739131,143.7608695652174,1011.7934782608696,0.049782608695652174,73.3695652173913,62.608695652173914,33.31847826086957,9.717391304347826,5.80108695652174,10.157608695652174,526.0434782608696,72.0,11.272934782608695,7.379891304347827,24.45619565217391,31.321304347826086,1.9782608695652173,2.5434782608695654,51.29347826086956,4.0
Angola,Luanda,2025,Summer,-8.8383,13.2344,22.813043478260873,6.3478260869565215,150.95652173913044,1016.4130434782609,0.0004347826086956522,76.5,69.1195652173913,24.075,8.476086956521739,2.368478260869565,8.57717391304348,576.9184782608696,72.59782608695652,14.06,8.284782608695652,40.46271739130435,51.912608695652175,2.4456521739130435,4.304347826086956,50.48913043478261,7.010869565217392
Angola,Luanda,2025,Winter,-8.8383,13.2344,29.32542372881356,8.264406779661018,237.74576271186442,1010.9830508474577,0.059322033898305086,68.40677966101696,64.30508474576271,33.896610169491524,9.745762711864407,8.774576271186442,11.155932203389831,490.09322033898303,84.44067796610169,5.860423728813559,6.431101694915254,24.084491525423726,31.2085593220339,1.9830508474576272,2.4915254237288136,51.067796610169495,1.4745762711864407
Antigua and Barbuda,Saint John's,2024,Autumn,17.117873333333332,-61.85,27.288888888888888,18.246666666666666,102.87777777777778,1011.7,0.11900000000000001,80.68888888888888,44.67777777777778,30.533333333333335,9.988888888888889,1.8444444444444446,28.4,220.0938111111111,45.67333333333334,0.45361111111111113,0.8366222222222223,14.393444444444444,27.809077777777777,1.3444444444444446,1.6888888888888889,46.24444444444445,9.988888888888889
Antigua and Barbuda,Saint John's,2024,Spring,17.12,-61.85,29.41176470588235,16.241176470588233,100.0,1015.8235294117648,0.09764705882352942,72.82352941176471,47.05882352941177,34.67058823529412,9.411764705882353,6.0588235294117645,31.952941176470592,230.79999999999998,32.758823529411764,0.5117647058823529,0.6058823529411764,1.4411764705882353,5.617647058823529,1.0,1.0,78.6470588235294,5.0
Antigua and Barbuda,Saint John's,2024,Summer,17.12,-61.85,29.122727272727275,19.34318181818182,98.23863636363636,1015.7045454545455,0.08897727272727272,75.2159090909091,47.89772727272727,34.24318181818182,9.965909090909092,5.886363636363637,37.99545454545454,75.2090909090909,33.14204545454545,0.6136363636363636,0.5386363636363636,1.9943181818181819,7.171590909090909,1.0,1.0,46.06818181818182,7.0227272727272725
Antigua and Barbuda,Saint John's,2024,Winter,17.1167,-61.85,25.606451612903225,26.02258064516129,82.96774193548387,1013.8709677419355,0.1706451612903226,76.7741935483871,55.064516129032256,27.780645161290323,10.0,0.0,37.20322580645161,219.6399677419355,72.06451612903226,0.2043548387096774,0.47877419354838713,16.15783870967742,24.549096774193547,1.3548387096774193,1.967741935483871,46.516129032258064,12.0
Antigua and Barbuda,Saint John's,2025,Autumn,17.1167,-61.85000000000001,27.069230769230767,22.338461538461537,104.03846153846153,1013.2692307692307,0.20192307692307693,81.34615384615384,44.34615384615385,30.203846153846158,10.0,0.0,31.023076923076925,217.8378076923077,39.34615384615385,0.3828461538461539,0.36892307692307696,10.074346153846154,21.853384615384616,1.1153846153846154,1.3461538461538463,49.84615384615385,9.0
Antigua and Barbuda,Saint John's,2025,Spring,17.1167,-61.85,25.196739130434782,27.45,91.8695652173913,1014.4130434782609,0.04880434782608696,80.1413043478261,46.15217391304348,27.29565217391304,10.0,0.0,37.275,210.19472826086957,65.8913043478261,0.9224239130434783,0.9441739130434783,11.897152173913044,20.634836956521738,1.1630434782608696,1.5,51.44565217391305,4.0
Antigua and Barbuda,Saint John's,2025,Summer,17.1167,-61.85,27.083695652173912,28.421739130434784,93.17391304347827,1015.8260869565217,0.10217391304347827,78.53260869565217,41.40217391304348,30.208695652173912,9.978260869565217,0.0,39.4,213.75148913043478,44.01086956521739,0.2980434782608695,0.31267391304347825,17.698641304347827,45.30225,1.5,2.0,50.53260869565217,7.010869565217392
Antigua and Barbuda,Saint John's,2025,Winter,17.1167,-61.85,24.55,30.5051724137931,84.44827586206897,1015.7241379310345,0.14086206896551723,78.41379310344827,46.43103448275862,26.32758620689655,9.931034482758621,0.006896551724137932,42.536206896551725,224.5577068965517,78.96551724137932,0.23403448275862068,0.4368448275862069,14.318689655172415,23.238568965517242,1.3103448275862069,1.7413793103448276,51.03448275862069,1.4827586206896552
Argentina,Buenos Aires,2024,Autumn,-34.58837912087912,-58.67162087912088,14.956043956043956,10.725274725274724,126.2967032967033,1014.8131868131868,0.030989010989010992,83.46153846153847,22.36263736263736,14.647252747252749,9.193406593406594,1.5131868131868131,17.134065934065934,426.6758241758242,48.41538461538462,15.62087912087912,7.7021428571428565,12.765714285714287,18.110604395604398,1.2197802197802199,1.5604395604395604,45.76923076923077,10.0
Argentina,Buenos Aires,2024,Spring,-34.59,-58.67,11.235294117647058,11.258823529411766,159.58823529411765,1022.7647058823529,0.0011764705882352942,75.6470588235294,45.588235294117645,10.217647058823529,9.529411764705882,4.176470588235294,15.276470588235293,672.6764705882352,11.882352941176471,21.023529411764706,8.647058823529411,5.394117647058824,8.964705882352941,1.0,1.0588235294117647,78.6470588235294,5.0
Argentina,Buenos Aires,2024,Summer,-34.59,-58.67,10.106741573033707,11.226966292134833,156.69662921348313,1020.0337078651686,0.08662921348314606,80.96629213483146,26.382022471910112,8.830337078651684,8.565168539325843,4.348314606741573,16.716853932584268,642.4112359550562,18.2314606741573,21.662921348314608,6.978651685393259,8.391011235955055,11.44943820224719,1.1685393258426966,1.348314606741573,45.82022471910113,7.01123595505618
Argentina,Buenos Aires,2024,Winter,-34.5875,-58.6725,17.838709677419356,12.019354838709678,159.5483870967742,1013.5806451612904,0.05161290322580645,74.61290322580645,26.419354838709676,17.796774193548387,9.870967741935484,0.5806451612903226,16.051612903225806,338.72903225806454,63.32258064516129,8.760645161290322,6.188548387096774,10.932903225806452,13.140967741935484,1.1612903225806452,1.3548387096774193,46.54838709677419,12.0
Argentina,Buenos Aires,2025,Autumn,-34.5875,-58.6725,10.923076923076923,9.411538461538461,143.46153846153845,1018.1923076923077,0.06846153846153848,87.0,21.153846153846153,10.053846153846154,8.846153846153847,0.0,16.076923076923077,732.1730769230769,30.23076923076923,24.27769230769231,7.862500000000001,13.42673076923077,14.003076923076922,1.4230769230769231,1.6153846153846154,49.88461538461539,9.0
Argentina,Buenos Aires,2025,Spring,-34.5875,-58.6725,15.196739130434782,8.892391304347827,159.32608695652175,1016.3913043478261,0.16163043478260872,88.56521739130434,27.902173913043477,15.016304347826088,9.316304347826087,0.002173913043478261,15.146739130434783,915.8103260869566,27.391304347826086,26.97179347826087,8.260652173913044,15.807445652173914,16.591684782608695,1.423913043478261,1.8695652173913044,51.391304347826086,4.0
Argentina,Buenos Aires,2025,Summer,-34.5875,-58.6725,9.060869565217391,9.72391304347826,173.17391304347825,1020.0869565217391,0.07054347826086957,84.04347826086956,26.47826086956522,7.771739130434782,8.42282608695652,0.0,16.53804347826087,959.928804347826,23.467391304347824,32.36494565217391,10.29163043478261,17.211032608695653,17.900760869565215,1.5326086956521738,1.9782608695652173,50.48913043478261,7.010869565217392
Argentina,Buenos Aires,2025,Winter,-34.5875,-58.6725,21.644827586206898,10.012068965517242,95.08620689655173,1011.8448275862069,0.08275862068965517,79.51724137931035,22.413793103448278,22.76206896551724,9.71551724137931,0.3258620689655172,14.975862068965517,391.3387931034483,60.758620689655174,11.418965517241379,6.529224137931035,11.906982758620689,13.798448275862068,1.103448275862069,1.4137931034482758,51.05172413793103,1.4827586206896552
Armenia,Yerevan,2024,Autumn,40.180713186813186,44.51233406593406,18.959340659340658,7.7274725274725276,201.97802197802199,1017.7142857142857,0.041428571428571426,38.45054945054945,23.175824175824175,18.479120879120877,9.214285714285714,4.232967032967033,9.653846153846153,295.20384615384614,52.74835164835165,31.053406593406596,3.107582417582418,17.234175824175825,27.34543956043956,1.5384615384615385,1.934065934065934,46.032967032967036,10.0
Armenia,Yerevan,2024,Spring,40.18,44.51,22.823529411764707,10.617647058823529,154.05882352941177,1013.5294117647059,0.2211764705882353,33.8235294117647,32.88235294117647,22.86470588235294,10.0,5.0,14.994117647058824,185.06470588235294,101.7764705882353,2.135294117647059,0.5529411764705883,2.9,8.4,1.0,1.0588235294117647,78.6470588235294,5.0
Armenia,Yerevan,2024,Summer,40.18,44.51,32.45777777777778,10.492222222222221,164.16666666666666,1007.6777777777778,0.053888888888888896,23.944444444444443,29.344444444444445,31.746666666666666,9.988888888888889,7.377777777777778,15.828888888888887,188.61,109.69666666666667,1.0655555555555556,0.4811111111111111,5.26,10.491111111111111,1.0222222222222221,1.0555555555555556,46.388888888888886,7.011111111111111
Armenia,Yerevan,2024,Winter,40.1811,44.5136,4.696774193548387,4.941935483870967,218.80645161290323,1023.1612903225806,0.03967741935483871,55.74193548387097,30.548387096774192,3.9612903225806453,7.5,1.2935483870967743,9.048387096774194,362.18225806451613,44.516129032258064,51.08387096774193,3.9864516129032257,22.31935483870968,28.818225806451615,1.8064516129032258,2.3548387096774195,46.45161290322581,12.0
Armenia,Yerevan,2025,Autumn,40.1811,44.5136,23.826923076923077,8.784615384615385,219.80769230769232,1015.2307692307693,0.013846153846153845,35.80769230769231,19.5,23.549999999999997,10.0,5.8307692307692305,10.373076923076923,255.22884615384615,47.61538461538461,16.877692307692307,1.2950000000000002,10.722884615384617,16.301346153846154,1.2307692307692308,1.4230769230769231,50.19230769230769,9.0
Armenia,Yerevan,2025,Spring,40.1811,44.5136,18.40108695652174,8.247826086956522,206.19565217391303,1016.0434782608696,0.07423913043478261,36.608695652173914,25.304347826086957,18.425,9.978260869565217,6.391304347826087,10.15108695652174,272.4728260869565,64.01086956521739,18.84989130434783,2.1858152173913044,18.779510869565218,37.637445652173916,1.5869565217391304,2.0760869565217392,51.30434782608695,4.0
Armenia,Yerevan,2025,Summer,40.1811,44.5136,29.88586956521739,7.879347826086956,212.18478260869566,1011.7934782608696,0.005543478260869566,26.380434782608695,13.0,28.856521739130436,10.0,9.456521739130435,9.891304347826088,259.8646739130435,59.33695652173913,10.102608695652174,1.2386956521739132,15.01516304347826,27.51271739130435,1.4565217391304348,1.7173913043478262,50.47826086956522,7.010869565217392
